,user_id,date,direction,internal,operator_id,is_missed_call,calls_count,call_duration,total_call_duration,tariff_plan,date_start,total_wait,cluster,efficiency
238,166377,2019-09-30,out,False,880022,False,1,144,146,B,2019-08-01,2,1,Low
239,166377,2019-09-30,out,False,880020,True,4,0,12,B,2019-08-01,12,0,High
240,166377,2019-10-01,out,False,880026,False,19,2023,2155,B,2019-08-01,132,0,High
241,166377,2019-10-01,out,False,880020,False,1,106,108,B,2019-08-01,2,0,High
242,166377,2019-10-01,out,False,880026,True,3,0,102,B,2019-08-01,102,0,High
243,166377,2019-10-02,out,False,880026,True,3,0,69,B,2019-08-01,69,0,High
244,166377,2019-10-02,in,False,880026,False,3,556,568,B,2019-08-01,12,0,High
245,166377,2019-10-02,out,False,880028,True,10,0,313,B,2019-08-01,313,0,High
246,166377,2019-10-02,out,False,880028,False,19,1768,1957,B,2019-08-01,189,0,High
247,166377,2019-10-02,out,False,880026,False,20,1762,1880,B,2019-08-01,118,0,High
248,166377,2019-10-03,out,False,880020,False,1,71,73,B,2019-08-01,2,0,High
249,166377,2019-10-03,out,False,880022,False,1,48,50,B,2019-08-01,2,1,Low
250,166377,2019-10-03,out,True,880026,True,2,0,0,B,2019-08-01,0,0,High
251,166377,2019-10-03,out,False,880026,False,19,1367,1530,B,2019-08-01,163,0,High
252,166377,2019-10-03,out,False,880028,False,19,1430,1565,B,2019-08-01,135,0,High
253,166377,2019-10-03,in,False,880028,False,2,133,140,B,2019-08-01,7,0,High
254,166377,2019-10-03,out,False,880028,True,24,0,680,B,2019-08-01,680,0,High
255,166377,2019-10-03,out,False,880026,True,1,0,23,B,2019-08-01,23,0,High
256,166377,2019-10-04,out,False,880028,False,20,2393,2658,B,2019-08-01,265,0,High
257,166377,2019-10-04,out,False,880028,True,19,0,447,B,2019-08-01,447,0,High
258,166377,2019-10-04,out,False,880022,False,1,513,520,B,2019-08-01,7,1,Low
259,166377,2019-10-04,out,False,880026,False,23,2086,2256,B,2019-08-01,170,0,High
260,166377,2019-10-04,out,True,880026,True,1,0,0,B,2019-08-01,0,0,High
261,166377,2019-10-07,out,False,880026,False,21,2024,2136,B,2019-08-01,112,0,High
262,166377,2019-10-07,out,False,880026,True,16,0,163,B,2019-08-01,163,0,High
263,166377,2019-10-07,in,False,880028,False,1,19,31,B,2019-08-01,12,0,High
264,166377,2019-10-07,out,True,880026,True,1,0,1,B,2019-08-01,1,0,High
265,166377,2019-10-07,out,False,880028,True,15,0,460,B,2019-08-01,460,0,High
266,166377,2019-10-07,out,False,880028,False,12,494,582,B,2019-08-01,88,0,High
267,166377,2019-10-08,out,False,880026,True,6,0,21,B,2019-08-01,21,0,High
268,166377,2019-10-08,in,False,880028,False,1,18,25,B,2019-08-01,7,0,High
269,166377,2019-10-08,out,False,880028,True,12,0,355,B,2019-08-01,355,0,High
270,166377,2019-10-08,out,False,880026,False,24,2003,2170,B,2019-08-01,167,0,High
271,166377,2019-10-08,out,False,880028,False,18,2470,2570,B,2019-08-01,100,0,High
272,166377,2019-10-09,out,False,880028,True,12,0,266,B,2019-08-01,266,0,High
273,166377,2019-10-09,out,False,880026,False,14,1237,1333,B,2019-08-01,96,0,High
274,166377,2019-10-09,out,False,880028,False,13,658,753,B,2019-08-01,95,0,High
275,166377,2019-10-09,out,False,880026,True,4,0,77,B,2019-08-01,77,0,High
276,166377,2019-10-10,out,False,880028,False,19,2020,2132,B,2019-08-01,112,0,High
277,166377,2019-10-10,out,False,880026,True,6,0,83,B,2019-08-01,83,0,High
278,166377,2019-10-10,out,False,880028,True,14,0,375,B,2019-08-01,375,0,High
279,166377,2019-10-10,out,False,880026,False,22,1597,1710,B,2019-08-01,113,0,High
280,166377,2019-10-11,out,False,880028,True,7,0,235,B,2019-08-01,235,0,High
281,166377,2019-10-11,out,True,880026,True,1,0,0,B,2019-08-01,0,0,High
282,166377,2019-10-11,in,False,880026,False,3,100,113,B,2019-08-01,13,0,High
283,166377,2019-10-11,out,False,880026,True,1,0,46,B,2019-08-01,46,0,High
284,166377,2019-10-11,out,False,880026,False,12,963,1040,B,2019-08-01,77,0,High
285,166377,2019-10-11,in,False,880028,False,1,220,223,B,2019-08-01,3,0,High
286,166377,2019-10-11,out,False,880028,False,32,2835,3100,B,2019-08-01,265,0,High
287,166377,2019-10-14,out,False,880026,False,9,1069,1151,B,2019-08-01,82,0,High
288,166377,2019-10-14,out,False,880026,True,5,0,117,B,2019-08-01,117,0,High
289,166377,2019-10-14,out,False,880028,False,17,1819,2006,B,2019-08-01,187,0,High
290,166377,2019-10-14,out,False,880028,True,18,0,692,B,2019-08-01,692,0,High
291,166377,2019-10-15,out,False,880028,False,14,1087,1182,B,2019-08-01,95,0,High
292,166377,2019-10-15,out,False,880026,True,7,0,114,B,2019-08-01,114,0,High
293,166377,2019-10-15,out,False,880026,False,15,1270,1340,B,2019-08-01,70,0,High
294,166377,2019-10-15,out,False,880028,True,19,0,237,B,2019-08-01,237,0,High
295,166377,2019-10-15,in,False,880022,False,1,13,31,B,2019-08-01,18,1,Low
296,166377,2019-10-15,out,False,880022,False,2,34,42,B,2019-08-01,8,1,Low
297,166377,2019-10-16,out,False,880026,True,6,0,101,B,2019-08-01,101,0,High
298,166377,2019-10-16,out,False,880028,True,15,0,356,B,2019-08-01,356,0,High
299,166377,2019-10-16,in,False,880028,False,1,23,26,B,2019-08-01,3,0,High
300,166377,2019-10-16,out,False,880022,False,3,409,421,B,2019-08-01,12,1,Low
301,166377,2019-10-16,out,False,880026,False,14,2066,2147,B,2019-08-01,81,0,High
302,166377,2019-10-16,out,False,880028,False,28,2288,2536,B,2019-08-01,248,0,High
303,166377,2019-10-17,out,False,880028,False,24,2228,2404,B,2019-08-01,176,0,High
304,166377,2019-10-17,out,False,880028,True,20,0,421,B,2019-08-01,421,0,High
305,166377,2019-10-17,out,False,880026,True,5,0,112,B,2019-08-01,112,0,High
306,166377,2019-10-17,out,False,880026,False,22,2431,2526,B,2019-08-01,95,0,High
307,166377,2019-10-18,out,False,880028,True,11,0,323,B,2019-08-01,323,0,High
308,166377,2019-10-18,out,False,880022,False,2,802,809,B,2019-08-01,7,1,Low
309,166377,2019-10-18,out,False,880026,True,4,0,139,B,2019-08-01,139,0,High
310,166377,2019-10-18,out,False,880026,False,15,2146,2234,B,2019-08-01,88,0,High
311,166377,2019-10-18,out,False,880028,False,20,1693,1889,B,2019-08-01,196,0,High
312,166377,2019-10-21,out,False,880028,True,16,0,667,B,2019-08-01,667,0,High
313,166377,2019-10-21,out,False,880028,False,21,1403,1633,B,2019-08-01,230,0,High
314,166377,2019-10-21,in,False,880028,False,1,96,99,B,2019-08-01,3,0,High
315,166377,2019-10-21,out,False,880026,True,5,0,119,B,2019-08-01,119,0,High
316,166377,2019-10-21,out,False,881278,False,3,465,476,B,2019-08-01,11,2,Medium
317,166377,2019-10-21,out,False,880026,False,24,2023,2201,B,2019-08-01,178,0,High
318,166377,2019-10-21,out,True,880026,True,1,0,0,B,2019-08-01,0,0,High
319,166377,2019-10-22,in,False,880028,False,3,93,101,B,2019-08-01,8,0,High
320,166377,2019-10-22,out,False,880028,False,18,1738,1863,B,2019-08-01,125,0,High
321,166377,2019-10-22,out,False,880028,True,5,0,143,B,2019-08-01,143,0,High
